Property Code,Unit Code,Last Updated,Office%,WH Lights,Office Lights,Elect. Panel,Sensors,Lights replaced by FP?,In unit meter,Submeter,Elec. Power VOLTS,Elec. Power AMPS,Elec. Connection,WH Heating,WH Conditioned ,WH Tonnage,Office Conditioned,Office Tonnage,HVAC Panel,Hazard usage,Hazard Materials ,Hazard Notes,# Drive ins ,# Dock Doord
"3ga00007",120     ,"2024-07-19 00:00:00",37,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",9,"Yes","No","","",1,3
"3ny00002","PARK    ","2024-10-08 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A",,,0,0
"3tn00007","01-04   ","2024-09-17 00:00:00",6.8,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",54.5,"N/A","No",,,1,7
"3tn00007","05-12   ","2024-09-17 00:00:00",4.38,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",54.5,"N/A","No",,,2,23
"3tn00008",1       ,"2024-09-17 00:00:00",67.97,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,2,0
"3tn00008",11      ,"2024-09-17 00:00:00",62.96,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,1,0
"3tn00008",2       ,"2024-09-17 00:00:00",41.21,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,0,1
"3tn00008",3       ,"2024-09-17 00:00:00",41.21,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,1,0
"3tn00008",5       ,"2024-09-17 00:00:00",20.38,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,2,0
"3tn00008",7       ,"2024-09-17 00:00:00",0,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,0,2
"3tn00008",8       ,"2024-09-17 00:00:00",27.27,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,1,1
"3tn00008","9-10    ","2024-09-17 00:00:00",10.69,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",98.5,"N/A","No",,,3,0
"3tn00009","1A      ","2024-09-17 00:00:00",11.28,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",87,"N/A","No",,,1,5
"3tn00009","1B      ","2024-09-17 00:00:00",0.79,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",87,"N/A","No",,,1,10
"3tn00009","2A      ","2024-09-17 00:00:00",0.79,"N/A","Fluorescent","N/A","No","No","Yes","No","277/480",1000,"3 Phase","Packaged Units","No",0,"Yes",87,"N/A","No",,,0,7
"3tn00010",100     ,"2024-09-17 00:00:00",14.7,"LED","Fluorescent","N/A","N/A","No","Yes","No","480/277",1000,"3 Phase","Packaged Units","No",0,"Yes",44.5,"N/A","No",,,2,18
"3tn00011",100     ,"2024-09-13 00:00:00",7.5,"LED","LED","N/A","No","No","Yes","No","480/277",3000,"3 Phase","Packaged Units","No",,"Yes",,"Yes","No",,,2,9
"3tn00012",100     ,"2024-09-13 00:00:00",5.33,"LED","LED","N/A","Yes","No","Yes","No","480/277 volt",1200,"3 Phase","Gas Heaters","Yes",20,"Yes",10,"Yes","No",,,0,64
"3tn00013",1       ,"2024-09-17 00:00:00",15.3,"LED","LED","N/A","N/A","No","N/A","N/A","480/277",1200,"3 Phase","Gas Heaters","No",0,"Yes",3,"N/A","No",,,1,6
"3tn00013",2       ,"2024-09-12 00:00:00",16.6,"LED","LED","Yes","N/A","No","N/A","No","480/277",1200,"3 Phase","Gas Heaters","No",0,"Yes",10,"N/A","No",,,0,3
"3tn00014",100     ,"2024-09-17 00:00:00",4.8,"LED","Fluorescent","N/A","N/A","No","N/A","N/A","277/480",800,"3 Phase","Packaged Units","N/A",0,"N/A",4,"N/A","No",,"Water intrusion issue in office; ceiling tiles to be replaced",0,18
"3fl00012",21      ,"2024-09-06 00:00:00",2.5,"Fluorescent","Fluorescent","Yes","Yes","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",3,"Yes","No",,"3 Pit Levelers",2,9
"3fl00012",22      ,"2024-09-06 00:00:00",11.2,"LED","LED","Yes","Yes","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",25,"Yes","No",,"2 Pit Levelers",1,7
"3fl00012",400     ,"2024-09-06 00:00:00",14.7,"Fluorescent","LED","Yes","Yes","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",31,"Yes","No",,"17% Cold
12 Cold Cross Docks
Ability to punch out 5 docks and they already have dock bumpers.",1,20
"3fl00012",600     ,"2024-09-06 00:00:00",0,"N/A","N/A","N/A","N/A","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",9,"N/A","No",,"Crossdock",0,17
"iga005  ",1       ,"2024-09-06 00:00:00",65,"Fluorescent","Fluorescent/LED","No","No","No","Yes","No","277/480",1200,"3 Phase","Gas Heaters","No",0,"Yes",72,"Programmable","No","","Dance studios make up a portion of the area considered office.",0,2
"3fl00013",1       ,"2024-10-04 00:00:00",4.1,"N/A","N/A","Yes","Yes","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",14,"Yes","No",,"7 Pit Levelers",0,30
"3fl00013",2       ,"2024-09-06 00:00:00",16.84,"N/A","N/A","Yes","Yes","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",24,"Yes","No",,,0,6
"3fl00014","100-300 ","2024-09-06 00:00:00",9.64,"N/A","N/A","Yes","N/A","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","Yes",0,"Yes",18,"Yes","No",,,0,19
"3fl00014",200     ,"2024-09-06 00:00:00",3.6,"N/A","N/A","Yes","N/A","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",26,"Yes","No",,,6,14
"3fl00015",1       ,"2024-08-30 00:00:00",3.7,"N/A","N/A","N/A","N/A","No","Yes","No","477/480 and 208Y/120-volt",1200,"3 Phase","Gas Heaters","No",0,"Yes",16.5,"N/A","No",,,41,1
"3tn00015",1       ,"2024-09-13 00:00:00",16.98,"Fluorescent/HID","Fluorescent/LED","N/A","Yes","No","Yes","No","277/480-volt",2000,"3 Phase","Packaged Units","N/A",5,"Yes",4,"N/A","No",,,0,4
"3tn00016",1       ,"2024-09-17 00:00:00",0,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",0,"Yes",4,"N/A","No",,,0,2
"3tn00016",11      ,"2024-09-12 00:00:00",32.69,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,,2
"3tn00016",12      ,"2024-09-12 00:00:00",33.74,"N/A","N/A","N/A","No","No","N/A","N/A","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,0,4
"3tn00016",2       ,"2024-09-12 00:00:00",14.85,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,1,4
"3tn00016","3-4     ","2024-09-12 00:00:00",29.05,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,,6
"3tn00016",5       ,"2024-09-12 00:00:00",32.69,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,,2
"3tn00016",6       ,"2024-09-12 00:00:00",46.76,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,,2
"3tn00016",8       ,"2024-09-12 00:00:00",36.5,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,2,5
"3tn00016",9       ,"2024-09-12 00:00:00",36.5,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,,5
"3tn00017",2       ,"2024-09-12 00:00:00",26.7,"N/A","N/A","Yes","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"Yes","N/A",,,1,2
"3tn00017","2A      ","2024-09-12 00:00:00",25.16,"N/A","N/A","N/A","No","No","N/A","No","277/480",400,"3 Phase","Gas Heaters","No",,"Yes",4,"N/A","No",,,0,2
"3tn00018",100     ,"2024-09-13 00:00:00",5.27,"Fluorescent/LED","Fluorescent/LED","N/A","Yes","No","Yes","No","277/480",2000,"3 Phase","Packaged Units","N/A",,"Yes",4,"Yes","No",,,2,15
"3ga00009",1       ,"2024-09-27 00:00:00",8,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/208",1000,"3 Phase","Gas Heaters","No",0,"Yes",41,"Programmable","No","","",3,17
"3ga00008",1       ,"2024-09-27 00:00:00",3,"LED","LED","No","No","No","Yes","N/A","277/480",2000,"3 Phase","Gas Heaters","Yes",160,"Yes",5,"Yes","No","","",2,11
"3ga00010",1       ,"2024-09-27 00:00:00",18,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",1200,"3 Phase","Gas Heaters","No",0,"Yes",20,"Programmable","No","","",1,4
