Property Code,Property Address,City,Property State,ZIP,Is Land?,Fund,Legal Entity,ACQ Status,Acq. Date,Dispo. Date
"3ny00001","180 Heartland Boulevard","Brentwood","NY",11717,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NY1 LLC                                                                ","Acquired                                                                        ","2022-08-12 00:00:00",
"3ny00002","120-200 Adams Blvd","Farmingdale","NY",11735,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NY1 LLC                                                                ","Acquired                                                                        ","2024-07-17 00:00:00",
"3ny00003","180 Motor Parkway","Hauppauge","NY",11788,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NY3 LP                                                                 ","Acquired                                                                        ","2024-09-06 00:00:00",
"3ny00004","130 Baylis Rd","Melville","NY",11747,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NY3 LP                                                                 ","Acquired                                                                        ","2025-03-25 00:00:00",
"3oh00001","2098 Integrity Drive N","Columbus","OH",43209,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","2022-07-27 00:00:00",
"3oh00002","2701 Bobmeyer Road","Fairfield","OH",45014,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","2022-09-14 00:00:00",
"3oh00003","3232 Allegheny Avenue","Columbus ","OH",43209,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","2023-05-18 00:00:00",
"3oh00004","4000-4024 Precision Dr ","Cincinnati","OH",45245,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","2023-10-31 00:00:00",
"3oh00005","4848 Evanswood Drive","Columbus","OH",43229,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","2024-08-29 00:00:00",
"3oh00006","8490 Seward Road","Fairfield","OH",45014,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","2024-09-17 00:00:00",
"3oh00007","1711-1715 Georgesville Rd","Columbus","OH",43228,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","2025-01-17 00:00:00",
"3oh00008","6951 Alan Schwarzwalder Street","Columbus","OH",43217,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","2025-05-01 00:00:00",
"3oh00009","1299 Boltonfield St","Columbus","OH",43228,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","2025-05-28 00:00:00",
"3pa00001","9 S. Forrest Avenue","Norristown","PA",19401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","2022-06-17 00:00:00",
"3pa00003","801 Primos Avenue ","Folcroft","PA",19032,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-PA3 LP                                                                 ","Acquired                                                                        ","2024-12-12 00:00:00",
"3pa00004","150 Rittenhouse Circle","Bristol","PA",19007,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-PA3 LP                                                                 ","Acquired                                                                        ","2025-03-11 00:00:00",
"3pa00005","411 Sinclair Road","Bristol","PA",19007,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-PA3 LP                                                                 ","Acquired                                                                        ","2025-05-13 00:00:00",
"3pa00006","","King of Prussia","PA",19406,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3tn00001","3338 Democrat Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","2022-06-20 00:00:00",
"3tn00002","3298 Democrat Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","2022-06-20 00:00:00",
"3tn00003","3276 Democrat Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","2022-06-20 00:00:00",
"3tn00004","3272 Democrat Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","2022-06-20 00:00:00",
"3tn00005","3262-3268 Democrat Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","2022-06-20 00:00:00",
"3tn00006","3696 Knight Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-19 00:00:00",
"3tn00007","5465 E. Raines Rd","Memphis","TN",38141,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00010","4105 S Mendenhall Road","Memphis","TN",38115,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00011","4287 Delp Street","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00012","3845 Crowfarn Drive","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00013","4026-4080 Senator Street","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00014","3755 Knight Arnold Road","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00015","4519 Old Lamar Avenue","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00016","4133-4175 Senator St","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00017","4179-4189 Senator St","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tn00018","4533 Old Lamar Ave","Memphis","TN",38118,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tx00001","12621-12623 International Pkwy","Dallas","TX",75228,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","2022-08-22 00:00:00",
"3tx00002","1801 South Great Southwest Parkway","Grand Prairie","TX",75051,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","2022-08-23 00:00:00",
"3tx00003","2300 E Randol Mill Road","Arlington","TX",76011,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2022-12-06 00:00:00",
"3tx00004","2220 Chemsearch Blvd","Irving","TX",75062,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2022-11-18 00:00:00",
"3tx00005","1111 Northpoint Drive","Coppell","TX",75019,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2022-11-18 00:00:00",
"3tx00006","1601 Valley View Lane","Farmers Branch","TX",75234,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2022-11-18 00:00:00",
"3tx00007","1460 N Glenville Drive","Richardson","TX",75081,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2022-12-06 00:00:00",
"3tx00008","1301 Ridgeview Drive","Lewisville","TX",75057,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2022-12-06 00:00:00",
"3tx00010","1501 Kings Road ","Garland ","TX",75042,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","2023-05-31 00:00:00",
"3tx00011","1101 Venture Ct. ","Carrollton ","TX",75006,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","2023-05-31 00:00:00",
"3tx00012","4525 McEwen Road","Farmers Branch ","TX",75244,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","2023-05-31 00:00:00",
"3tx00013","4450 Alpha Road","Farmers Branch ","TX",75244,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","2023-05-31 00:00:00",
"3tx00014","10755 Sanden Drive","Dallas","TX",75238,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2024-04-04 00:00:00",
"3tx00015","1800-20 N Glenville Drive","Richardson","TX",75081,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2024-04-04 00:00:00",
"3tx00016","250 Swisher Rd","Dallas","TX",75065,"Yes                                                                             ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","2024-08-15 00:00:00",
"3tx00017","2901 S. Cravens Rd.","Fort Worth","TX",76119,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX5 LP                                                                 ","Acquired                                                                        ","2024-10-01 00:00:00",
"3tx00018","6151 Cowley Road","Fort Worth","TX",76119,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX5 LP                                                                 ","Acquired                                                                        ","2024-10-01 00:00:00",
"3tx00019","2833 S Cravens Road","Fort Worth","TX",76119,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX5 LP                                                                 ","Acquired                                                                        ","2024-10-01 00:00:00",
"3tx00021","1720 Hurd Drive","Irving","TX",75038,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3tx00022","14271 Welch Road","Farmers Branch","TX",75244,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3tx00023","14281-14289 Welch Road","Farmers Branch","TX",75244,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3tx00024","2405 S Shiloh Rd","Garland","TX",75041,,"FUND 3 (FRG XI)                                                                 ",,"Acquired                                                                        ","2025-07-01 00:00:00",
"3tn00008","5425 E. Raines Rd","Memphis","TN",38115,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","2024-08-15 00:00:00","12/26/2024 00:00:00"
"3tn00009","5445 E. Raines Rd","Memphis","TN",38141,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","2024-08-15 00:00:00","12/26/2024 00:00:00"
"3tx00009","631 S Royal Lane","Coppell","TX",75019,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Sold                                                                            ","2022-11-18 00:00:00","01/30/2025 00:00:00"
"iga001  ","4600-4680 Lewis Road","Stone Mountain","GA",30083,,"ISLB                                                                            ","Faropoint Industrial SLB Club-GA1, LLC                                          ","Acquired                                                                        ","2024-05-03 00:00:00",
"iga005  ","1695 Marietta Blvd NW","Atlanta","GA",30318,,"ISLB                                                                            ","Faropoint Industrial SLB Club-GA1, LLC                                          ","Acquired                                                                        ","2024-08-20 00:00:00",
"iga006  ","200 Cook St","Cartersville","GA",30120,,"ISLB                                                                            ","FISLB-GA3, LLC                                                                  ","Acquired                                                                        ","2025-03-04 00:00:00",
"iil001  ","5350 70th Place","Bedford Park","IL",60638,,"ISLB                                                                            ","FISLB-IL1, LLC                                                                  ","Acquired                                                                        ","2025-04-29 00:00:00",
"inc001  ","1620-1640 Federal Ave","Gastonia","NC",28052,,"ISLB                                                                            ","Faropoint Industrial SLB Club-NC1, LLC                                          ","Acquired                                                                        ","2024-04-19 00:00:00",
"inj001  ","100 Lehigh Drive","Fairfield","NJ",07074,,"ISLB                                                                            ","Faropoint Industrial SLB Club-NJ1, LLC                                          ","Acquired                                                                        ","2024-09-05 00:00:00",
"inj002  ","4315 New Brunswick Ave","South Plainfield","NJ",07080,,"ISLB                                                                            ","Faropoint Industrial SLB Club-NJ1, LLC                                          ","Acquired                                                                        ","2024-12-13 00:00:00",
"inj003  ","370 Chestnut Street","Norwood","NJ",07648,,"ISLB                                                                            ",,"Acquired                                                                        ","2025-04-25 00:00:00",
"iny001  ","105 E Jefryn Blvd","Deer Park","NY",11729,,"ISLB                                                                            ","Faropoint Industrial SLB Club-NY1, LLC                                          ","Acquired                                                                        ","2024-05-29 00:00:00",
"iny002  ","1800 Arctic Avenue","Bohemia","NY",11716,,"ISLB                                                                            ","Faropoint Industrial SLB Club-NY1, LLC                                          ","Acquired                                                                        ","2024-09-23 00:00:00",
"ioh001  ","2042 Camaro Ave","Columbus","OH",43207,,"ISLB                                                                            ","FISLB-OH1, LLC                                                                  ","Acquired                                                                        ","2025-03-07 00:00:00",
