Property HMY,Prop Code,PropName,Market,Unit HMY,UnitCode,TenantName,UnitArea,UnitMlaId,ProfileMlaId,ProfileName,ChargeCode,AmtType,AmtPeriod,UnitMlaRentNew,UnitMlaRentRenew,ProfileMlaRentNew,ProfileMlaRentRenew,NewVariance,RenewVariance,AreaDate,TenantCode,TenantHMY,rn
6594,3tn00016,4133-4175 Senator St,Memphis,46831,1,"Precision of New Hampton, Inc.",3860,4622,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001295,54351,1
6594,3tn00016,4133-4175 Senator St,Memphis,46832,11,"All-N-Express, LLC",3450,4623,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001296,54352,1
6594,3tn00016,4133-4175 Senator St,Memphis,46834,12,Evoqua Water Technologies LLC,7245,4624,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001298,54354,1
6594,3tn00016,4133-4175 Senator St,Memphis,46967,2,"National Network Services, LLC",5175,4631,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001305,54509,1
6594,3tn00016,4133-4175 Senator St,Memphis,46830,4-Mar,"William R. Eubanks Interior Design, Inc.",6110,4621,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001294,54350,1
6594,3tn00016,4133-4175 Senator St,Memphis,46839,5,CP Rankin Inc.,3000,4626,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001300,54360,1
6594,3tn00016,4133-4175 Senator St,Memphis,46835,6,Kee Pest Control Inc.,2000,4625,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001299,54355,1
6594,3tn00016,4133-4175 Senator St,Memphis,46983,8,"Flowers Baking Co. of Batesville, LLC",9613,4640,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001358,60258,1
6594,3tn00016,4133-4175 Senator St,Memphis,46978,9,Birner Memphis LLC,14837,4638,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001313,54517,1
1902,xky4175a,4175 Aero ParkWay,Cincinnati,4037,4175,Robert Bosch Automotive Steering LLC,180000,887,65,Cin_2nd Iteration_100plus,rent    ,per Area,Annual,7,5.75,5,5,2,0.75,6/26/2025 0:00,t0000662,5933,1
1902,xky4175a,4175 Aero ParkWay,Cincinnati,5895,LAND    ,Robert Bosch Automotive Steering LLC,0,888,28,CIN_upto100K,rent    ,per Area,Annual,5,5,5,5,0,0,6/26/2025 0:00,t0000662,5933,1
6595,3tn00017,4179-4189 Senator St,Memphis,46847,2,Arnett Logistics Group LLC,4125,4599,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,t0001301,54373,1
6595,3tn00017,4179-4189 Senator St,Memphis,46833,2A      ,MVision Trucking LLC,4125,4598,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,t0001297,54353,1
6595,3tn00017,4179-4189 Senator St,Memphis,49659,3,Vacant,4125,4750,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6595,3tn00017,4179-4189 Senator St,Memphis,49660,4,Vacant,9578,4751,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6595,3tn00017,4179-4189 Senator St,Memphis,49661,5,Vacant,2797,4752,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
1676,xnj420be,420 Benigno Boulevard,Philadelphia,3007,A       ,Vacant,2122,1057,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,15.5,15.5,8,8,7.5,7.5,6/26/2025 0:00,,,1
1676,xnj420be,420 Benigno Boulevard,Philadelphia,3166,A-1     ,Kings Management Company,1894,1066,30,PHI_upto100,rent    ,per Area,Annual,16,16,8,8,8,8,6/26/2025 0:00,t0000573,4356,1
1676,xnj420be,420 Benigno Boulevard,Philadelphia,3005,A2-BF   ,Vacant,5985,1055,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,9.5,9.5,8,8,1.5,1.5,6/26/2025 0:00,,,1
1676,xnj420be,420 Benigno Boulevard,Philadelphia,3013,B       ,Vacant,3100,1063,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
1676,xnj420be,420 Benigno Boulevard,Philadelphia,3006,C-J     ,Vacant,40000,1056,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
3308,xfl420sw,420 S. Ware Boulevard,Tampa,6529,A       ,"Ferguson Enterprises, Inc. ",9070,1394,79,Tam_2nd Iteration_upto100,rent    ,per Area,Annual,12.75,12.75,8.5,8.5,4.25,4.25,6/26/2025 0:00,t0000744,8257,1
3308,xfl420sw,420 S. Ware Boulevard,Tampa,6531,B       ,Yzer,6832,2658,32,Tampa up to 100K,rent    ,per Area,Annual,12.75,12.75,8.5,8.5,4.25,4.25,6/26/2025 0:00,t0000942,19534,1
3308,xfl420sw,420 S. Ware Boulevard,Tampa,6530,C       ,"Matheson Tri-Gas, Inc.",8956,1395,32,Tampa up to 100K,rent    ,per Area,Annual,13,13,8.5,8.5,4.5,4.5,6/26/2025 0:00,t0001339,57635,1
3304,xpa4200m,4200 Macalester Street,Philadelphia,6723,4200,"Ehmke Manufacturing Co., Inc",40791,1086,30,PHI_upto100,rent    ,per Area,Annual,8.75,8.75,8,8,0.75,0.75,6/26/2025 0:00,t0000747,8463,1
1640,xgamc200,4200 McEver Drive,Atlanta,2952,4200,Postal Service,45000,765,20,ATL_upto100,rent    ,per Area,Annual,8,8,6,6,2,2,6/26/2025 0:00,t0000501,4124,1
1888,xtx4201n,4201 N Beach Street,Dallas,4304,100,"KPS Global, LLC ",182500,829,44,Dal_100plus,rent    ,per Area,Annual,6.88,6.88,6.5,6.5,0.38,0.38,6/26/2025 0:00,t0000696,6906,1
1641,xgamc220,4220 McEver Drive,Atlanta,2953,4220,Trussway LTD,36352,766,20,ATL_upto100,rent    ,per Area,Annual,11.17,11.17,6,6,5.17,5.17,6/26/2025 0:00,t0000502,4125,1
1641,xgamc220,4220 McEver Drive,Atlanta,5201,MEZZ    ,Vacant,0,803,20,ATL_upto100,rent    ,per Area,Annual,0,0,6,6,-6,-6,6/26/2025 0:00,,,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3165,101,"KADDAK, LLC",7259,779,20,ATL_upto100,rent    ,per Area,Annual,11.17,11.17,6,6,5.17,5.17,6/26/2025 0:00,t0000778,11002,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3014,104,"KADDAK, LLC",8218,771,20,ATL_upto100,rent    ,per Area,Annual,11.17,11.17,6,6,5.17,5.17,6/26/2025 0:00,t0000778,11002,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3015,107,Lucky River Seafood,2323,772,20,ATL_upto100,rent    ,per Area,Annual,12.69,12.69,6,6,6.69,6.69,6/26/2025 0:00,t0000961,20379,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3016,108-109 ,Vacant,4630,773,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,12.18,12.18,9,6.45,3.18,5.73,6/26/2025 0:00,,,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3017,110-111 ,Victor Manzo,5179,774,20,ATL_upto100,rent    ,per Area,Annual,12.18,12.18,6,6,6.18,6.18,6/26/2025 0:00,t0000569,4351,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3018,112,Xiancong Huang,2730,775,20,ATL_upto100,rent    ,per Area,Annual,12.69,12.69,6,6,6.69,6.69,6/26/2025 0:00,t0000571,4353,1
1681,xga4225 ,4225 Phil Niekro Parkway,Atlanta,3019,114-116 ,Vacant,9856,776,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,12.69,12.69,9,6.45,3.69,6.24,6/26/2025 0:00,,,1
1642,xgamc255,4255 McEver Drive,Atlanta,2954,4255,Trussway LTD,45376,767,20,ATL_upto100,rent    ,per Area,Annual,8.5,8.5,6,6,2.5,2.5,6/26/2025 0:00,t0000503,4126,1
1642,xgamc255,4255 McEver Drive,Atlanta,5202,MEZZ    ,Vacant,0,804,20,ATL_upto100,rent    ,per Area,Annual,0,0,6,6,-6,-6,6/26/2025 0:00,,,1
1643,xgamc260,4260 McEver Drive,Atlanta,2955,4260,Trussway LTD,16704,768,20,ATL_upto100,rent    ,per Area,Annual,11.17,11.17,6,6,5.17,5.17,6/26/2025 0:00,t0000504,4127,1
6573,3tn00011,4287 Delp Street,Memphis,46817,100,"Wholesale Glass Distributors, Inc.",102000,4615,47,MEM_100KPlus,rent    ,per Area,Annual,3.75,3.75,4.15,4.15,-0.4,-0.4,6/26/2025 0:00,t0001292,54319,1
1372,xtndelp1,4290 Delp Street,Memphis,495,4290,Crown Packaging (MO Corp),41496,855,27,MEM_Upto100,rent    ,per Area,Annual,4.05,4.15,4.15,4.15,-0.1,0,6/26/2025 0:00,t0001060,36871,1
1372,xtndelp1,4290 Delp Street,Memphis,496,4310,"Storopack, Inc.",22743,856,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4.5,4.15,4.15,0,0.35,6/26/2025 0:00,t0000449,1352,1
1372,xtndelp1,4290 Delp Street,Memphis,541,4318,Darby Dental,25137,858,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4,4.15,4.15,0,-0.15,6/26/2025 0:00,t0000967,22488,1
1372,xtndelp1,4290 Delp Street,Memphis,497,4354,"KPower Global Logistics, LLC",63840,857,27,MEM_Upto100,rent    ,per Area,Annual,4,3.75,4.15,4.15,-0.15,-0.4,6/26/2025 0:00,t0000638,5499,1
7030,inj002  ,4315 New Brunswick Ave,Northern NJ/New York,56803,100,"Zina’s Salads, Inc.",27000,5142,41,NNJ_upto100,rent    ,per Area,Annual,15,15,13.91,13.91,1.09,1.09,6/26/2025 0:00,t0001392,65984,1
2952,xtndelp2,4319 Delp Street,Memphis,5085,4319A   ,Vacant,72000,1613,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,4,4,4.15,4.15,-0.15,-0.15,6/26/2025 0:00,,,1
2952,xtndelp2,4319 Delp Street,Memphis,5086,4319B   ,Bel-Shore Enterprises,72000,1614,27,MEM_Upto100,rent    ,per Area,Annual,4,3.75,4.15,4.15,-0.15,-0.4,6/26/2025 0:00,t0000691,6678,1
4800,3fl00006,4390 Westroads Drive,Miami,24485,AB      ,"J&I Ventures, INC.",12000,2357,71,Mia_2nd Iteration_upto100,rent    ,Flat,Monthly,12000,12000,12.25,12.25,11987.75,11987.75,6/26/2025 0:00,t0001011,28434,1
4800,3fl00006,4390 Westroads Drive,Miami,24486,C       ,Gorilla Rides LLC,7200,2358,26,MIA_upto100,rent    ,per Area,Annual,14.75,14.75,12.25,12.25,2.5,2.5,6/26/2025 0:00,t0001010,28433,1
4800,3fl00006,4390 Westroads Drive,Miami,24487,D       ,Gorilla Rides LLC,10080,2359,26,MIA_upto100,rent    ,per Area,Annual,14.75,14.75,12.25,12.25,2.5,2.5,6/26/2025 0:00,t0001010,28433,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,2999,A-1     ,"South State, Inc.",1777,1049,30,PHI_upto100,rent    ,per Area,Annual,16,16,8,8,8,8,6/26/2025 0:00,t0000658,5919,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3004,A-2     ,Studio 9Eight,2218,1054,30,PHI_upto100,rent    ,per Area,Annual,14,14,8,8,6,6,6/26/2025 0:00,t0000558,4313,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3001,A-4     ,Vacant,999,1051,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,15.5,15.5,8,8,7.5,7.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3002,A-5     ,Momento,525,1052,30,PHI_upto100,rent    ,per Area,Annual,15.5,15.5,8,8,7.5,7.5,6/26/2025 0:00,t0000556,4310,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3003,A-6     ,Vacant,343,1053,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,15.5,15.5,8,8,7.5,7.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3000,A-7     ,Vacant,1232,1050,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,15.5,15.5,8,8,7.5,7.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,4965,A3      ,"Somerset Contractors, LLC",825,1081,30,PHI_upto100,rent    ,per Area,Annual,15.5,15.5,8,8,7.5,7.5,6/26/2025 0:00,t0001219,51917,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3008,BB      ,Vacant,2400,1058,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3011,BF      ,Vacant,2600,1061,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3009,C-E     ,Vacant,15000,1059,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3010,F       ,Vacant,5000,1060,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
1675,xnj440be,440 Benigno Boulevard,Philadelphia,3012,G-H     ,Vacant,10000,1062,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,,,1
5089,3tx00013,4450 Alpha Road,Dallas,28005,1,"Redline Volleyball, LLC",40324,2914,22,Dallas_upto100,rent    ,per Area,Annual,9,9,7.5,7.5,1.5,1.5,6/26/2025 0:00,t0001033,32947,1
5089,3tx00013,4450 Alpha Road,Dallas,28006,2,"Wine Retriever, LLC",41000,2915,22,Dallas_upto100,rent    ,per Area,Annual,9,9,7.5,7.5,1.5,1.5,6/26/2025 0:00,t0001034,32948,1
3635,xga4450c,4450 Commerce Circle,Atlanta,12622,A       ,KJ Discount,18700,1400,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7,7,9,9,-2,-2,6/26/2025 0:00,t0001012,28436,1
1886,xga4507m,4507 Mills Place,Atlanta,4028,G-H     ,"MAGIC SCREEN PRINT LLC, and RETRO VERT, LLC",12040,792,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7,7,9,6.45,-2,0.55,6/26/2025 0:00,t0001340,57636,1
1886,xga4507m,4507 Mills Place,Atlanta,4029,I       ,The Investors Academy Inc,4137,793,20,ATL_upto100,rent    ,per Area,Annual,9.25,9.25,6,6,3.25,3.25,6/26/2025 0:00,t0000643,5505,1
1886,xga4507m,4507 Mills Place,Atlanta,4030,WARHSE  ,VIE DE France Yamazaki Inc,87928,794,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,6,4.82,9,6.45,-3,-1.63,6/26/2025 0:00,t0000641,5502,1
6593,3tn00015,4519 Old Lamar Avenue,Memphis,46977,1,"ITR America, LLC",12390,4637,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0001311,54515,1
5088,3tx00012,4525 McEwen Road,Dallas,28008,4525,"Worldpac, Inc.",21025,2917,22,Dallas_upto100,rent    ,per Area,Annual,9.9,9.9,7.5,7.5,2.4,2.4,6/26/2025 0:00,t0001036,32950,1
5088,3tx00012,4525 McEwen Road,Dallas,28007,4535,"Consolidated Clothiers, Inc.	",15097,2916,22,Dallas_upto100,rent    ,per Area,Annual,9.75,9.75,7.5,7.5,2.25,2.25,6/26/2025 0:00,t0001035,32949,1
7837,3fl00026,4531 Oak Fair Blvd.,Tampa,64082,100,Vacant,0,5516,32,Tampa up to 100K,rent    ,per Area,Annual,8.5,8.5,8.5,8.5,0,0,6/26/2025 0:00,,,1
6596,3tn00018,4533 Old Lamar Ave,Memphis,48373,100,Vacant,112422,4616,87,Mem_2nd Iteration_100plus,rent    ,per Area,Annual,3.25,3.25,4.15,4.15,-0.9,-0.9,6/26/2025 0:00,,,1
5084,3fl00007,4570 NW 128th Street,Miami,27193,4570,Vacant,39515,2907,71,Mia_2nd Iteration_upto100,rent    ,per Area,Annual,13.5,13.5,12.25,12.25,1.25,1.25,6/26/2025 0:00,,,1
5084,3fl00007,4570 NW 128th Street,Miami,27284,BB      ,Clear Channel,0,2908,26,MIA_upto100,rent    ,per Area,Annual,50000,50000,12.25,12.25,49987.75,49987.75,6/26/2025 0:00,t0001029,32215,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4967,4600-A  ,Pelton Shepherd Industries Inc,15035,796,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7,9,9,6.45,-2,2.55,6/26/2025 0:00,t0000683,6539,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4968,4600-E  ,Fastenal Company,20059,797,20,ATL_upto100,rent    ,per Area,Annual,6.75,6.75,6,6,0.75,0.75,6/26/2025 0:00,t0000682,6538,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4969,4600-F  ,American HVAC Inc,10000,798,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7.11,7.11,9,6.45,-1.89,0.66,6/26/2025 0:00,t0000681,6536,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4970,4630-A  ,Tradavo Inc,7529,799,20,ATL_upto100,rent    ,per Area,Annual,7.25,7.25,6,6,1.25,1.25,6/26/2025 0:00,t0001049,34072,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4971,4630-B  ,Pulseworks LLC,12530,800,20,ATL_upto100,rent    ,per Area,Annual,7.11,7.11,6,6,1.11,1.11,6/26/2025 0:00,t0000685,6541,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4972,4630-C  ,USA Family Moving of Atlanta LLC,7438,801,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7.25,7.95,9,6.45,-1.75,1.5,6/26/2025 0:00,t0001177,46315,1
2990,xga4600f,4600&4630 Frederick Drive,Atlanta,4973,4630-D  ,Superior Supply Chain Management Inc,15000,802,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7,7,9,6.45,-2,0.55,6/26/2025 0:00,t0000686,6542,1
6161,iga001  ,4600-4680 Lewis Road,Atlanta,44855,4600,"New WinCup Holdings, Inc.",32838,3483,83,ATL_3rd Iteration_100plus,rent    ,per Area,Annual,5.5,5.24,6.25,6.25,-0.75,-1.01,6/26/2025 0:00,t0001210,51908,1
6161,iga001  ,4600-4680 Lewis Road,Atlanta,44906,4640,"New WinCup Holdings, Inc.",81905,3486,83,ATL_3rd Iteration_100plus,rent    ,per Area,Annual,5.5,5.24,6.25,6.25,-0.75,-1.01,6/26/2025 0:00,t0001210,51908,1
6161,iga001  ,4600-4680 Lewis Road,Atlanta,44905,4680,"New WinCup Holdings, Inc.",105637,3485,83,ATL_3rd Iteration_100plus,rent    ,per Area,Annual,5.5,5.24,6.25,6.25,-0.75,-1.01,6/26/2025 0:00,t0001210,51908,1
6161,iga001  ,4600-4680 Lewis Road,Atlanta,44904,PARK    ,"New WinCup Holdings, Inc.",0,3484,83,ATL_3rd Iteration_100plus,rent    ,per Area,Annual,6.25,6.25,6.25,6.25,0,0,6/26/2025 0:00,t0001210,51908,1
1696,xga4601 ,4601 Welcome All Road,Atlanta,3068,4601,Vacant,125723,778,20,ATL_upto100,rent    ,per Area,Annual,5.25,5.25,6,6,-0.75,-0.75,6/26/2025 0:00,,,1
1696,xga4601 ,4601 Welcome All Road,Atlanta,18224,RAILYARD,Vacant,0,2332,20,ATL_upto100,rent    ,per Area,Annual,5.25,5.25,6,6,-0.75,-0.75,6/26/2025 0:00,,,1
6216,iga002  ,4616 Lewis Road,Atlanta,44895,4616,Vacant,0,4869,62,Atl_2nd Iteration_100plus,rent    ,per Area,Annual,5.25,5.25,5.25,5.25,0,0,6/26/2025 0:00,,,1
5819,3nc00006,464 East Plaza Drive,"Charlotte, NC",39705,1,L.B. Plastics Incorporated,44887,3125,43,CAR_upto100,rent    ,per Area,Annual,6.97,5.63,6,6,0.97,-0.37,6/26/2025 0:00,t0001162,45777,1
5819,3nc00006,464 East Plaza Drive,"Charlotte, NC",44104,2,L.B. Plastics Incorporated,111406,3471,52,CAR_100K Pus,rent    ,per Area,Annual,6.97,5.63,6,6,0.97,-0.37,6/26/2025 0:00,t0001162,45777,1
5819,3nc00006,464 East Plaza Drive,"Charlotte, NC",44105,3,L.B. Plastics Incorporated,52000,3472,43,CAR_upto100,rent    ,per Area,Annual,6.97,5.63,6,6,0.97,-0.37,6/26/2025 0:00,t0001162,45777,1
5819,3nc00006,464 East Plaza Drive,"Charlotte, NC",44106,4,L.B. Plastics Incorporated,16000,3473,43,CAR_upto100,rent    ,per Area,Annual,6.97,5.83,6,6,0.97,-0.17,6/26/2025 0:00,t0001162,45777,1
1900,xil464no,464 Northgate Parkway,Chicago,4423,464,Terrazzo & Marble Supply Company of IL,26927,911,29,CHI_upto100,rent    ,per Area,Annual,6.5,7.5,6.5,6.5,0,1,6/26/2025 0:00,t0000655,5913,1
6220,iga004  ,4640 Lewis Road,Atlanta,44897,4640,Vacant,82572,4871,62,Atl_2nd Iteration_100plus,rent    ,per Area,Annual,5.25,5.25,5.25,5.25,0,0,6/26/2025 0:00,,,1
2993,xfl4646g,4646 South Grady Avenue,Tampa,5061,4646,Vacant,79188,1393,79,Tam_2nd Iteration_upto100,rent    ,per Area,Annual,9,9,8.5,8.5,0.5,0.5,6/26/2025 0:00,,,1
3629,xtx4666d,4666 Duncanville Road,Dallas,12083,4666,"Keller Warehousing & Co-Packaging, LLC",162792,1896,44,Dal_100plus,rent    ,per Area,Annual,6,5.85,6.5,6.5,-0.5,-0.65,6/26/2025 0:00,t0000846,14881,1
3202,xtx467wa,4679 Walzem Road,San Antonio,5746,4679,Minor Moving LLC,40394,1133,23,SAN_Upto100,rent    ,per Area,Annual,7.5,7.5,8,8,-0.5,-0.5,6/26/2025 0:00,t0000780,11013,1
3202,xtx467wa,4679 Walzem Road,San Antonio,16678,AD      ,Clear Channel,0,2441,23,SAN_Upto100,rent    ,per Area,Annual,8,8,8,8,0,0,6/26/2025 0:00,t0000943,19584,1
6218,iga003  ,4680 Lewis Road,Atlanta,44896,4680,"New WinCup Holdings, Inc.",106304,4870,62,Atl_2nd Iteration_100plus,rent    ,per Area,Annual,5.25,5.25,5.25,5.25,0,0,6/26/2025 0:00,t0001229,51966,1
1892,xga4680n,4680 North Royal Atlanta Drive,Atlanta,4023,4680,BBS Enterprises Inc,60669,788,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,9,9.25,9,6.45,0,2.8,6/26/2025 0:00,t0000635,5487,1
1791,xtnawg2 ,4690 Hungerford Road,Memphis,4039,4690,Vacant,145758,2413,47,MEM_100KPlus,rent    ,per Area,Annual,3.1,3.1,4.15,4.15,-1.05,-1.05,6/26/2025 0:00,,,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,2984,1,"DFW Movers & Erectors, Inc",7760,826,23,SAN_Upto100,rent    ,per Area,Annual,9,9,8,8,1,1,6/26/2025 0:00,t0000530,4221,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,15750,2,"DFW Movers & Erectors, Inc",8730,2438,23,SAN_Upto100,rent    ,per Area,Annual,9,9,8,8,1,1,6/26/2025 0:00,t0000530,4221,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,2983,3,Vacant,8730,825,89,San_2nd Iteration_upto100,rent    ,per Area,Annual,8.5,8.5,8,8,0.5,0.5,6/26/2025 0:00,,,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,2982,4,"CJI Piping and Fabrication, LLC",8807,824,23,SAN_Upto100,rent    ,per Area,Annual,8.75,8.75,8,8,0.75,0.75,6/26/2025 0:00,t0000529,4220,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,15751,5,"CJI Piping and Fabrication, LLC",8790,2439,23,SAN_Upto100,rent    ,per Area,Annual,8.75,8.75,8,8,0.75,0.75,6/26/2025 0:00,t0000529,4220,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,15752,6,"CJI Piping and Fabrication, LLC",8816,2440,23,SAN_Upto100,rent    ,per Area,Annual,8.75,8.75,8,8,0.75,0.75,6/26/2025 0:00,t0000529,4220,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,2980,7,"Converse Technical Coatings, LLC",8809,822,23,SAN_Upto100,rent    ,per Area,Annual,8.75,8.75,8,8,0.75,0.75,6/26/2025 0:00,t0000528,4208,1
1653,xtxritti,4728 Goldfield Drive,San Antonio,2981,8,Bakkavor Foods USA Inc.,17280,823,23,SAN_Upto100,rent    ,per Area,Annual,8.5,8.5,8,8,0.5,0.5,6/26/2025 0:00,t0000539,4249,1
6614,3ga00009,48-50 Best Friend Road,Atlanta,48410,1,"Currey & Company, Inc. ",163524,4664,62,Atl_2nd Iteration_100plus,rent    ,per Area,Annual,9.49,9.49,5.25,5.25,4.24,4.24,6/26/2025 0:00,t0001330,56167,1
6291,3oh00005,4848 Evanswood Drive,Columbus,44954,100,Elevate Northland,46248,5062,91,Col_4th Iteration_upto100,rent    ,per Area,Annual,7,7,7,7,0,0,6/26/2025 0:00,t0001262,52182,1
6291,3oh00005,4848 Evanswood Drive,Columbus,46137,200,The Sherwin-Williams Company,26596,5063,25,COL Up to 100K SF,rent    ,per Area,Annual,7.5,7.5,7,7,0.5,0.5,6/26/2025 0:00,t0001274,53570,1
1585,xnjmway5,5 Mary Way,Philadelphia,1546,A       ,HERR Foods,9743,1026,30,PHI_upto100,rent    ,per Area,Annual,9.75,9.75,8,8,1.75,1.75,6/26/2025 0:00,t0000486,2308,1
1585,xnjmway5,5 Mary Way,Philadelphia,1549,ANT-A   ,"T-Mobile Northeast, LLC",0,1029,30,PHI_upto100,rent    ,per Area,Monthly,2000,1739.05,8,8,1992,1731.05,6/26/2025 0:00,t0000495,2384,1
1585,xnjmway5,5 Mary Way,Philadelphia,1551,ANT-B   ,"New Cingular Wireless PCS, LLC",0,1030,30,PHI_upto100,rent    ,per Area,Monthly,2000,1280.41,8,8,1992,1272.41,6/26/2025 0:00,t0000496,2385,1
1585,xnjmway5,5 Mary Way,Philadelphia,1547,B       ,HERR Foods,10171,1027,30,PHI_upto100,rent    ,per Area,Annual,9.75,9.75,8,8,1.75,1.75,6/26/2025 0:00,t0000486,2308,1
1585,xnjmway5,5 Mary Way,Philadelphia,1548,C       ,"Elysian One, Inc.",20086,1028,30,PHI_upto100,rent    ,per Area,Annual,9.75,9.75,8,8,1.75,1.75,6/26/2025 0:00,t0000488,2313,1
