hmy_property,propert code,unit/space,acquisition sf,renewal probability,downtime(months),abatement-new(months),abatement-renew(months),e1 start date,e1 term (months),e1 annual escalations (%),e1 base rent-new ($psf),e1 base rent-renew ($psf),e1 lc-new %,e1 lc-renew %,e1 ti-new ($psf),e1 ti-renew ($psf),e1 tenanat options ($ psf),e2 start date,e2 term (months),e2 annual escalations (%),e2 base rent-new ($psf),e2 base rent-renew ($psf),e2 lc-new %,e2 lc-renew %,e2 ti-new ($psf),e2 ti-renew ($psf),e2 tenanat options ($ psf),acq. analysis start date,acq. marketbase rent - new,acq. marketbase rent - renew,effective rent growth yr 1(%),effective rent growth yr 2(%),effective rent growth yr 3(%),effective rent growth yr 4(%),effective rent growth yr 5(%),effective rent growth yr 6(%)
3737,3oh00001,2078,17000,75,9,0,1,7/1/2023,60,3,5.58,5.58,7,4,3.05,1.52,0,9/1/2028,60,3,6.64,6.64,7,4,1.18,0.59,0,8/1/2022,5.25,5.25,6.9,4.58,3.23,3,3,3
3737,3oh00001,2064,8000,75,9,0,1,7/1/2025,60,3,6.04,6.04,7,4,3.23,1.62,0,9/1/2030,60,3,7.04,7.04,7,4,1.88,1.26,0,8/1/2022,5.25,5.25,6.9,4.58,3.23,3,3,3
3737,3oh00001,2066,8000,75,9,0,1,5/1/2023,36,3,5.52,5.52,7,4,3.05,1.52,0,7/1/2026,60,3,6.22,6.22,7,4,3.35,1.67,0,8/1/2022,5.25,5.25,6.9,4.58,3.23,3,3,3
3737,3oh00001,2068,32000,75,9,0,1,12/1/2024,60,3,5.93,5.93,7,4,3.18,1.59,0,2/1/2030,60,3,6.92,6.92,7,4,1.24,0.61,0,8/1/2022,5.25,5.25,6.9,4.58,3.23,3,3,3
3737,3oh00001,2070,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3737,3oh00001,2060,16000,75,9,0,1,3/1/2024,60,3,5.76,5.76,7,4,3.12,1.56,0,5/1/2029,60,3,6.77,6.77,7,4,1.21,0.6,0,8/1/2022,5.25,5.25,6.9,4.58,3.23,3,3,3
3737,3oh00001,2080,40000,75,9,0,1,9/1/2023,60,3,5.64,5.64,7,4,3.07,1.53,0,11/1/2028,60,3,6.73,6.73,7,4,1.78,1.17,0,8/1/2022,5.25,5.25,6.9,5.58,3.23,3,3,3
3737,3oh00001,2098,40000,75,9,0,1,9/1/2023,60,3,5.64,5.64,7,4,3.07,1.53,0,11/1/2028,60,3,6.73,6.73,7,4,1.79,1.18,0,8/1/2022,0,0,6.9,5.58,3.23,3,3,3
3738,xil1100h,1130,8500,75,9,0,1,10/1/2024,60,2.5,6.94,6.94,6,5,2,1.5,0,10/1/2029,60,2.5,8.05,8.05,6,5,2,1.5,0,7/12/2022,6.5,6.5,3,0,0,0,0,0
3738,xil1100h,1100,7500,75,9,0,1,1/1/2026,60,3,7.2,7.2,6,5,2,1.5,0,1/1/2031,60,3,8.35,8.35,6,5,2,1.5,0,7/12/2022,6.5,6.5,3,0,0,0,0,0
3738,xil1100h,1150,7500,75,9,0,1,8/1/2025,60,3,7.11,7.11,6,5,2,1.5,0,8/1/2030,60,3,8.25,8.25,6,5,2,1.5,0,7/12/2022,6.5,6.5,3,0,0,0,0,0
3739,xil1701b,100,48790,75,9,0,1,10/1/2024,60,2.5,6.75,6.75,6,5,4,1.5,0,10/1/2029,60,2.5,8.02,8.02,6,5,2,1.5,0,7/5/2022,6.25,6.25,3.5,0,0,0,0,0
3740,3nj00003,100,20500,75,8,0,0,2/1/2027,60,3,18.7,18.7,6.25,5,4.58,1.15,0,4/1/2032,0,3,21.78,21.78,6.25,5,2.65,1.33,0,8/1/2022,14.5,14.5,10,6.9,4.9,3,3,3
3740,3nj00003,200,20500,75,6,0,0,12/1/2024,60,3,17.03,17.03,6.25,5,2.14,1.07,0,2/1/2030,60,3,20.08,20.08,6.25,5,2.49,1.25,0,8/1/2022,14.25,14.25,10,6.9,4.9,3,3,3
3741,3il00002,100,40590,75,9,1,1,12/1/2023,60,3,6.42,6.42,6,5,3.13,1.56,0,9/1/2024,60,3,6.57,6.57,6,5,3.2,1.6,0,7/1/2022,6,6,5.4,3.52,2.55,2.02,2.02,2.03
3795,xnj1980o,1980,14000,75,6,0,1,8/1/2025,48,4,9.64,9.64,6,4,10,4,0,8/1/2029,48,4,11.38,11.38,6,4,10,4,0,7/26/2022,8.5,8.5,4.25,0,0,0,0,0
3796,3ga00003,1100,105292,75,6,1,0,10/1/2025,60,3.25,8.54,8.54,6.5,6,2.2,1.09,0,12/1/2030,60,3.25,9.91,9.91,6.5,6,2.56,1.28,0,8/1/2022,7.3,7.3,7.6,5,3.6,3,3,3
3797,3fl00004,100,28341,25,6,0,1,4/1/2027,60,3,11.46,11.46,6,4,4,2,0,4/1/2032,60,3,14.62,14.62,6,4,4,2,0,4/20/2022,9,9,5,0,0,0,0,0
3798,3il00003,2100,19500,75,9,0,1,4/1/2028,60,3,8.74,8.74,6,5,3.56,1.78,0,6/1/2033,60,3,10.71,10.71,6,5,4.13,2.07,0,7/1/2022,6.5,6.5,5,5,5,5,5,5
3799,3il00004,3380,46621,75,9,0,1,10/1/2023,60,3,4.78,4.78,6,5,2.08,1.56,0,12/1/2028,60,3,5.35,5.35,6,5,2.39,1.79,0,7/1/2022,4.5,4.5,5.4,3.52,2.55,2.02,2.03,2.03
3800,3ny00001,180,24000,75,6,0,0,5/1/2023,60,0.87,14.13,13.7,7,3,2.05,1.28,0,7/1/2028,60,0.87,16.71,16.71,3,3,2.38,1.49,0,8/1/2022,13.5,13.1,6.2,4.12,2.93,2.93,2.93,2.93
3818,3tx00001,STE-A,54920,75,6,1,0,2/1/2026,60,3,9.61,9.61,6.75,4.5,1.63,0.6,0,5/1/2031,60,3,11.19,11.19,6.75,4.5,1.9,0.71,0,8/1/2022,8,8,8.2,5.33,3.83,3,3,3
3836,3tx00002,300,12960,75,9,1,1,10/1/2023,60,3,7.06,7.06,6.75,4.5,6.4,1.06,0,12/1/2028,60,3,8.47,8.47,6.75,4.5,2.62,1.31,0,8/23/2022,6.5,6.5,8.2,5.33,3.83,3,3,3
3836,3tx00002,500,25658,75,9,1,0,6/1/2024,60,3,7.71,7.71,6.75,4.5,2.38,1.37,0,8/1/2029,60,3,9.1,9.1,6.75,4.5,2.01,0.67,0,8/23/2022,6.85,6.85,8.2,5.33,3.83,3,3,3
3836,3tx00002,100,50467,75,9,1,0,11/1/2023,84,3,6.28,6.28,6.75,4.5,5.6,2.4,0,1/1/2031,60,3,7.97,7.97,6.75,4.5,2.78,1.39,0,8/23/2022,5.75,5.75,8.2,5.33,3.83,3,3,3
3836,3tx00002,700,18095,85,9,0,0,9/1/2023,60,3,7.84,7.84,6.75,4.5,5.3,5.3,0,10/1/2028,60,3,8.75,8.75,6.75,4.5,4.24,1.3,0,8/23/2022,7.25,7.25,8.2,5.33,3.83,3,3,3
3836,3tx00002,800,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3836,3tx00002,C,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
4075,xga1145b,1145,67656,75,6,0,1,8/1/2024,60,3,6.26,6.26,7,6,2,0.5,0,8/1/2029,60,3,7.8,7.8,7,6,2,0.5,0,8/22/2022,5.75,5.75,4.5,0,0,0,0,0
4076,3nj00005,1425,44189,75,6,1,1,7/1/2023,48,4,8.73,8.73,6,4,4.12,1.03,0,9/1/2027,48,4,10.13,10.13,6,4,4.66,1.17,0,7/1/2022,8.25,8.25,5.8,5.1,3.6,3,3,3
4077,3nj00004,1253,31944,75,6,1,1,5/1/2023,48,4,8.93,8.93,6,4,2.55,1.02,0,7/1/2027,48,4,10.51,10.51,6,4,2.88,1.15,0,9/1/2022,8.5,8.5,7.6,5.1,3.6,3,3,3
4078,3oh00002,A,40200,75,9,0,1,12/1/2027,60,3,5.83,5.83,6,3,3.5,1.75,0,2/1/2033,60,3,6.46,6.46,6,3,4.05,2.03,0,10/1/2022,4.95,4.95,5.8,3.8,2.7,2,2,2
4079,3md00003,100,30600,75,4,1,0,10/1/2022,48,4,9.25,9.25,6,4,4,1,0,1/1/2028,48,4,11.76,11.76,6,4,4.67,1.17,0,10/1/2022,9.25,9.25,8.5,5.5,3.9,3,3,3
4115,3md00004,7120,9562,75,4,0,0,4/1/2023,60,4,10.87,10.87,6,5,3.04,1.01,0,7/1/2023,60,4,11.1,11.1,6,5,3.06,1.02,0,11/1/2022,10.5,10.5,8.5,5.5,4,2.25,2.25,2.25
4115,3md00004,7122,6700,75,4,0,0,4/1/2023,60,4,10.87,10.87,6,5,3.04,1.01,0,7/1/2023,60,4,11.1,11.1,6,5,3.06,1.02,0,11/1/2022,10.5,10.5,8.5,5.5,4,2.25,2.25,2.25
4115,3md00004,7124,6451,75,4,0,0,4/1/2023,60,4,10.87,10.87,6,5,3.04,1.01,0,7/1/2023,60,4,11.1,11.1,6,5,3.06,1.02,0,11/1/2022,10.5,10.5,8.5,5.5,4,2.25,2.25,2.25
4115,3md00004,7128,15970,75,4,0,0,4/1/2023,60,4,10.87,10.87,6,5,3.04,1.01,0,7/1/2023,60,4,11.1,11.1,6,5,3.06,1.02,0,11/1/2022,10.5,10.5,8.5,5.5,4,2.25,2.25,2.25
4115,3md00004,7130,4234,75,4,0,0,4/1/2023,60,4,10.87,10.87,6,5,3.04,1.01,0,7/1/2023,60,4,11.1,11.1,6,5,3.06,1.02,0,11/1/2022,10.5,10.5,8.5,5.5,4,2.25,2.25,2.25
4115,3md00004,7132,4145,75,4,0,0,4/1/2023,60,4,10.87,10.87,6,5,3.04,1.01,0,7/1/2023,60,4,11.1,11.1,6,5,3.06,1.02,0,11/1/2022,10.5,10.5,8.5,5.5,4,2.25,2.25,2.25
4116,3ga00004,A,27000,0,9,1,1,6/1/2024,60,3.5,13.96,13.96,6.5,6,2.11,1.05,0,8/1/2029,60,3.5,16.43,16.43,6.5,6,2.45,1.23,0,9/1/2022,12.5,12.5,7.6,5.02,3.6,3,3,3
4125,3il00005,100,45080,75,9,0,1,3/1/2023,60,3,9.76,9.76,6,5,2.03,1.52,0,5/1/2028,60,3,11.25,11.25,6,5,2.36,1.77,0,9/1/2022,9.5,9.5,5.4,3.6,2.6,2.1,2.1,2.1
4130,3il00006,1221,118388,75,9,0,1,3/1/2028,60,3,7.7,7.7,6,5,1.76,0.88,0,5/1/2033,60,3,8.75,8.75,6,5,2.04,1.02,0,11/1/2022,6.5,6.5,5.4,3.5,2.5,2.5,2.5,2.5
4170,3tx00003,100,50888,100,12,2,0,8/1/2027,60,3,11.24,15.62,6.75,6.75,17.86,1.89,0,8/1/2032,60,3,13.03,18.1,6.75,6.75,20.7,2.19,0,10/1/2022,9,12.5,8.2,5.33,3.83,3,3,3
4171,3tx00004,150,77259,100,12,2,0,3/1/2027,60,3,13.69,13.69,6.75,6.75,13.07,2.46,0,3/1/2032,60,3,15.87,15.87,6.75,6.75,15.15,2.85,0,11/18/2022,7.2,11.15,8.2,5.33,3.83,3,3,3
4171,3tx00004,2220,38667,75,6,1,0,3/1/2028,60,3,9.67,9.67,6.75,6.75,2.55,1.27,0,5/1/2033,60,3,11.27,11.27,6.75,6.75,2.97,1.48,0,11/18/2022,7.65,7.65,8.2,5.33,3.83,3,3,3
4172,3tx00005,1111,126596,75,12,2,0,1/1/2034,60,3,0,0,6.75,6.75,0,0,0,1/1/2034,60,3,0,0,6.75,6.75,0,0,0,10/1/2022,9,12.5,4.3,3.58,3.21,3,3,3
4173,3tx00006,1601,191887,75,12,2,0,1/1/2024,60,3,7.4,7.81,6.75,6.75,2.69,1.61,0,1/1/2026,60,3,8.05,8.49,6.75,6.75,3,1.8,0,10/1/2022,6.75,7.12,8.2,5.33,3.83,3,3,3
4174,3tx00007,1460,121068,75,12,2,0,10/1/2023,60,4,11.56,17.07,6.75,6.75,23.32,5.3,0,1/1/2027,60,4,13.13,19.39,6.75,6.75,27.19,6.18,0,10/1/2022,11,16.25,5.05,4.33,3.96,3.75,3.75,3.75
4175,3tx00008,100,73388,100,12,2,0,6/1/2028,60,3,10.91,10.91,6.75,6.75,24.36,1.28,0,6/1/2033,60,3,12.64,12.64,6.75,6.75,28.23,1.48,0,12/6/2022,7.25,8.56,8.2,5.33,3.83,3,3,3
4175,3tx00008,150,28776,75,9,1,0,2/1/2028,60,3,10.34,10.34,6.75,6.75,2.54,1.26,0,4/1/2033,60,3,12.05,12.05,6.75,6.75,2.95,1.47,0,12/6/2022,8.2,8.2,8.2,5.33,3.83,3,3,3
4176,3tx00009,100,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
4176,3tx00009,200,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
4192,3il00007,800,9250,100,0,0,0,8/1/2023,24,3.13,8,8,0,0,0,0,0,10/1/2025,60,3,7.79,7.79,6,5,3.26,1.62,0,11/15/2022,8,8,5.4,3.5,2.5,2.1,2.1,2.1
4192,3il00007,802,9250,0,9,2,1,6/1/2024,60,3,7.51,7.51,6,5,3,1.5,0,8/1/2029,60,3,8.45,8.45,6,5,3.65,1.82,0,11/15/2022,7,7,5.4,3.5,2.5,2.1,2.1,2.1
4192,3il00007,810,9250,75,9,0,1,9/1/2027,60,3,8.12,8.12,6,5,3.46,1.72,0,11/1/2032,60,3,9.04,9.04,6,5,4.02,2.01,0,11/15/2022,7,7,5.4,3.5,2.5,2.1,2.1,2.1
4192,3il00007,812,9250,75,9,0,1,3/1/2028,60,3,8.2,8.2,6,5,3.5,1.7,0,5/1/2033,60,3,9.13,9.13,6,5,4.08,2.03,0,11/15/2022,7,7,5.4,3.5,2.5,2.1,2.1,2.1
4435,3fl00005,A,32082,75,6,1,0,7/1/2023,60,4,13.58,13.58,6,4,2.07,0,0,9/1/2028,60,4,17.38,17.38,6,4,2.58,0,0,12/1/2022,12.75,12.75,11.2,7.35,5.25,3,3,3
4722,3nj00006,3140,151000,75,9,0,0,4/1/2026,60,3.5,13.62,13.62,6.25,5,29.8,2.21,0,6/1/2031,60,3.5,15.86,15.86,6.25,5,34.51,2.58,0,12/1/2022,12.75,10.59,9.6,6.3,4.5,3,3,3
4727,3nc00001,10000,56847,100,9,1,0,4/1/2027,60,3,5.75,5.75,7,4,2.27,0.56,0,4/1/2030,60,3,7.99,7.99,7,4,2.47,0.61,0,2/10/2023,6,6,8.2,5.4,3.8,3,3,3
4800,3fl00006,AB,12000,25,6,2,0,4/1/2026,60,3,12,12,0,0,4.72,2.37,12,9/1/2031,60,4,20.36,20.36,6,4,5.82,2.9,0,3/23/2023,14.5,14.5,4.66,5.31,4.33,3.63,3.58,3.58
4800,3fl00006,D,10080,50,6,2,0,11/1/2027,60,4,17.79,17.79,6,4,5.02,2.5,0,1/1/2033,60,4,21.34,21.34,6,4,4,6.15,3.08,3/23/2023,14.5,14.5,4.66,5.31,4.33,3.63,3.58,3.58
4800,3fl00006,C,7200,50,6,2,0,11/1/2027,60,4,17.79,17.79,6,4,5.02,2.5,0,1/1/2033,60,4,21.34,21.34,6,4,6.15,3.08,0,3/23/2023,14.5,14.5,4.66,5.31,4.33,3.63,3.58,3.58
4818,3nj00007,1145,56328,75,6,0,0,1/1/2036,60,4,0,0,6.25,5,0,0,0,1/1/2036,60,4,0,0,6.25,5,0,0,0,4/1/2023,15,15,5.18,4.5,3,3,3,3
4819,3nj00008,1125,56929,75,6,0,0,1/1/2036,60,3.5,0,0,6.25,5,0,0,0,1/1/2036,60,3.5,0,0,6.25,5,0,0,0,4/1/2023,15.75,15.75,5.17,4.5,3,3,3,3
5070,3oh00003,3232,33466,50,9,1,0,11/1/2026,60,3,7.18,7.18,7,4,10.59,1.81,0,4/1/2032,60,3,8.92,8.92,7,4,13.1,2.22,0,5/1/2023,6.5,6.5,3.91,2.73,2.29,2.79,4.17,0
5074,3nj00009,1654,97166,75,6,1,1,1/1/2036,48,4,0,0,6,4,0,0,0,1/1/2036,48,4,0,0,6,4,0,0,0,5/1/2023,9,9,5,3.6,2.6,2.6,2.6,0
5084,3fl00007,4570,39515,0,6,1,0,12/1/2024,60,4,13.16,13.16,7,4,2.75,2.75,0,2/1/2030,60,4,16.39,16.39,7,4,3.21,3.21,0,6/1/2023,12.25,12.25,5.05,4.47,4.08,4.12,4.5,4.5
5086,3tx00010,1501,154923,60,12,2,0,5/1/2024,60,3,7.33,7.33,6.75,4.5,2.13,0.53,0,10/1/2031,60,3,10,10,6.75,4.5,2.67,0.67,0,5/1/2023,6.99,6.99,4.83,4.02,3.54,4.28,4.5,4.5
5087,3tx00011,1101,22407,60,6,1,0,5/1/2024,60,3,9.7,9.7,6.75,4.5,3.19,1.07,0,7/1/2029,60,3,11.98,11.98,6.75,4.5,2.5,1.25,0,5/31/2023,9.1,9.1,5.03,4.42,3.23,4.17,4.5,4.5
5087,3tx00011,120,23903,60,6,1,0,9/1/2024,60,3,9.84,9.84,6.75,4.5,6.47,1.07,0,11/1/2029,60,3,12.16,12.16,6.75,4.5,2.53,1.25,0,5/31/2023,9.1,9.1,5.03,4.42,3.23,4.17,4.5,4.5
5088,3tx00012,4525,21025,60,6,1,0,9/1/2024,60,3,10.1,10.1,6.75,4.5,2.15,1.07,0,11/1/2029,60,3,12.48,12.48,6.75,4.5,2.52,1.25,0,5/31/2023,9.34,9.34,5.03,4.42,3.23,4.17,4.5,4.5
5088,3tx00012,4535,15097,60,6,1,0,12/1/2023,60,3,9.62,9.62,6.75,4.5,9.41,1.05,0,2/1/2029,60,3,11.89,11.89,6.75,4.5,2.46,1.24,0,5/31/2023,9.34,9.1,5.03,4.42,3.23,4.17,4.5,4.5
5089,3tx00013,1,40324,60,9,1,0,10/1/2031,60,3,12.86,12.86,6.75,4.5,5.99,0.67,0,2/1/2037,60,3,16.27,16.27,6.75,4.5,6.99,0.78,0,5/31/2023,8.85,8.85,5.03,4.42,3.23,4.17,4.5,4.5
5089,3tx00013,2,41000,60,9,1,0,8/1/2027,60,3,10.71,10.71,6.75,4.5,3.53,0.59,0,12/1/2032,60,3,13.54,13.54,6.75,4.5,4.14,0.69,0,5/31/2023,8.85,8.85,5.03,4.42,3.23,4.17,4.5,4.5
5439,3ga00005,A,30000,0,4,1,0,2/1/2024,60,4,7.25,7.25,6.5,6,2.14,0.54,0,4/1/2029,60,4,8.76,8.76,6.5,6,2.59,0.65,0,8/1/2023,7.1,7.1,4.11,4.14,4.49,4.35,4.35,0
5457,3nc00002,4112,45750,60,6,2,1,4/1/2026,62,4,7.64,7.64,6,4,5.71,1.35,null,12/1/2031,62,4,7.64,7.64,6,4,5.61,1.32,null,9/1/2023,6.95,6.95,5.19,4.58,4.56,4.57,4.5,4.5
5459,3nc00003,A,33600,60,9,2,1,3/1/2029,62,4,10.95,10.95,6,4,5.81,1.22,null,11/1/2034,62,4,12.7,12.7,6,4,6.67,1.4,null,9/1/2023,8.75,7.99,5.19,4.58,4.56,4.57,4.5,4.5
5459,3nc00003,B,33600,60,9,2,1,3/1/2029,62,4,10.95,10.95,6,4,5.81,1.22,0,11/1/2034,62,4,12.7,12.7,6,4,6.67,1.4,0,9/1/2023,8.75,7.99,5.19,4.58,4.56,4.57,4.5,4.5
5460,3nc00004,A,80000,40,9,2,1,8/1/2025,62,4,8.22,8.22,6,4,2.73,1.1,0,3/1/2031,62,4,10.52,10.52,6,4,3.24,1.3,0,9/7/2023,7.25,7.25,5.12,5.23,4.25,4.71,4.5,4.5
5460,3nc00004,C,56000,60,9,2,1,2/1/2028,62,4,9.2,9.2,6,4,6.54,1.18,0,8/1/2033,62,4,11.72,11.72,6,4,7.69,1.39,0,9/7/2023,7.7,7.3,5.12,5.23,4.25,4.71,4.5,4.5
5460,3nc00004,D,64000,60,9,2,1,2/1/2028,62,4,9.2,9.2,6,4,6.54,1.18,0,8/1/2033,62,4,11.72,11.72,6,4,7.69,1.39,0,9/7/2023,7.7,7.3,5.12,5.23,4.25,4.71,4.5,4.5
5460,3nc00004,ANT,0,0,6,0,0,7/1/2024,60,0,44096.52,44096.52,0,0,0,0,0,1/1/2030,60,0,56349.08,56349.08,0,0,0,0,0,9/7/2023,40893,40893,5.12,5.23,4.25,4.71,4.5,4.5
5710,3nj00010,A,32895,75,9,2,1,8/1/2030,60,3.5,20.33,20.33,7.5,6.25,7.04,4.22,20.33,11/1/2035,62,3.5,26.58,26.58,7.5,6.25,8.59,5.15,0,10/10/2023,14.22,14.22,8.95,7.96,6.18,4.81,4.5,4.5
5710,3nj00010,C,14684,75,9,2,1,2/1/2027,60,3.5,19.32,19.32,7.5,6.25,13.14,2.5,19.32,5/1/2032,61,3.5,24.78,24.78,7.5,6.25,15.68,2.99,0,10/10/2023,15.47,15.47,8.95,7.96,6.18,4.81,4.5,4.5
5711,3nj00011,2,39170,75,9,2,1,3/1/2027,62,3.5,19.74,19.74,7.5,6.25,21.94,6.16,19.32,7/1/2032,62,3.5,24.96,24.96,7.5,6.25,27.06,7.52,0,10/10/2023,15.47,15.47,7.48,9.45,7.47,5.75,4.5,4.5
5712,3nj00012,A,6500,75,9,2,1,1/1/2029,62,3.5,22.78,22.78,7.5,6.25,6.58,2.63,0,5/1/2034,62,3.5,28.81,28.81,7.5,6.25,8.12,3.24,0,10/1/2023,16.5,16.5,7.48,9.45,7.47,5.75,4.5,4.5
5712,3nj00012,B,9500,75,9,2,1,3/1/2027,62,3.5,20.38,20.38,7.5,6.25,11.55,2.44,0,7/1/2032,62,3.5,25.77,25.77,7.5,6.25,14.23,3,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5712,3nj00012,C,4500,75,9,2,1,7/1/2026,62,3.5,18.93,18.93,7.5,6.25,9.5,2.38,0,11/1/2031,62,3.5,24.08,24.08,7.5,6.25,11.75,2.94,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5712,3nj00012,3-DEF,21000,75,9,2,1,10/1/2024,60,3.5,16.86,16.86,7.5,6.25,9.51,2.22,16.86,2/1/2030,62,3.5,22.44,22.44,7.5,6.25,11.72,2.73,0,10/10/2023,14.66,14.66,7.48,9.45,7.47,5.75,4.5,4.5
5714,3nj00013,A,12955,75,9,2,1,7/1/2032,62,3.5,24.96,24.96,7.5,6.25,7.52,3.71,0,11/1/2037,62,3.5,31.57,31.57,7.5,6.25,9.28,4.64,0,10/1/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5714,3nj00013,BC,17500,75,9,2,1,8/1/2029,60,3.5,21.96,21.96,7.5,6.25,11.99,3.38,22.12,12/1/2034,62,3.5,27.76,27.76,7.5,6.25,14.68,4.14,0,10/1/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5714,3nj00013,D,6910,75,9,2,1,7/1/2028,62,3.5,21.61,21.61,7.5,6.25,19.94,2.83,0,11/1/2033,62,3.5,27.33,27.33,7.5,6.25,24.63,3.5,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,A,5000,75,9,2,1,4/1/2024,62,3.5,16.63,16.63,7.5,6.25,19.4,2.68,0,8/1/2029,62,3.5,22.66,22.66,7.5,6.25,13.46,3.37,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,B,5000,75,9,2,1,7/1/2024,62,3.5,17.01,17.01,7.5,6.25,19.65,2.68,0,11/1/2029,62,3.5,22.91,22.91,7.5,6.25,13.58,3.4,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,C,5000,75,9,2,1,11/1/2029,62,3.5,22.05,22.05,7.5,6.25,6.79,3.4,0,3/1/2035,62,3.5,28.98,28.98,7.5,6.25,16.7,4.16,0,10/10/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,DEFN,30000,75,9,2,1,2/1/2029,60,3.5,21.48,21.48,7.5,6.25,15.17,3.16,0,6/1/2034,62,3.5,27.16,27.16,7.5,6.25,8.15,4.07,0,10/10/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,G,10000,75,2,3,1,3/1/2024,123,3.5,16,16,7.5,6.25,10.73,2.68,0,8/1/2034,62,3.5,27.36,27.36,7.5,6.25,7.18,4.04,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,H,7200,75,9,2,1,12/1/2025,60,3.5,19.01,19.01,7.5,6.25,14.56,4.08,0,4/1/2031,62,3.5,24.39,24.39,7.5,6.25,14.52,3.57,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,J,15000,75,9,2,1,12/1/2028,62,3.5,22.01,22.01,7.5,6.25,6.55,2.62,0,4/1/2034,62,3.5,27.83,27.83,7.5,6.25,8.06,3.22,0,10/1/2023,16,16,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,K,15000,75,9,2,1,12/1/2028,60,3.5,21.32,21.32,7.5,6.25,6.55,3.28,0,4/1/2034,62,3.5,26.96,26.96,7.5,6.25,8.06,4.01,0,10/10/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5715,3nj00014,M,7500,75,9,2,1,12/1/2028,62,3.5,21.32,21.32,7.5,6.25,6.55,3.28,0,4/1/2034,62,3.5,26.96,26.96,7.5,6.25,8.06,4.01,0,10/1/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5716,3nj00015,ABC,19740,75,9,2,1,12/1/2028,62,3.5,21.32,21.32,7.5,6.25,9.83,3.28,0,4/1/2034,62,3.5,26.96,26.96,7.5,6.25,12.07,4.01,0,10/10/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5716,3nj00015,D,12000,75,9,2,1,2/1/2031,62,3.5,23.45,23.45,7.5,6.25,10.67,3.55,0,6/1/2036,62,3.5,29.66,29.66,7.5,6.25,13.2,4.39,0,10/10/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5716,3nj00015,E,5000,75,9,2,1,2/1/2031,62,3.5,23.45,23.45,7.5,6.25,10.56,3.52,0,6/1/2036,62,3.5,29.66,29.66,7.5,6.25,13.2,4.39,null,10/10/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5716,3nj00015,F,7550,75,9,2,1,2/1/2031,62,3.5,23.45,23.45,7.5,6.25,10.66,3.66,0,6/1/2036,62,3.5,29.66,29.66,7.5,6.25,13.2,4.39,null,10/10/2023,15.5,15.5,7.48,9.45,7.47,5.75,4.5,4.5
5717,3nj00016,59,60000,60,9,2,1,8/1/2027,62,3.5,20.11,20.11,7.5,6.25,9.29,3.7,0,5/1/2033,62,3.5,25.9,25.9,7.5,6.25,11.65,4.65,0,10/10/2023,15.5,15.5,4.48,9.45,7.47,5.75,4.5,4.5
5726,3nc00005,100,22961,60,9,2,1,1/1/2025,62,4,12.75,12.75,6,4,1.1,0.55,0,12/1/2023,0,4,16.06,16.06,6,4,1.32,0.68,0,10/1/2023,11.99,11.99,5,4.25,3.25,3,3,3
5727,3md00005,A,25041,60,9,2,1,2/1/2027,60,4,11.92,11.92,6,4,5,2.5,0,6/1/2032,60,4,13.92,13.92,6,4,5,2.5,0,10/13/2024,10.5,10.5,1.34,5.69,4.68,3.93,2.81,2.81
5727,3md00005,B,7673,60,9,2,1,11/1/2025,60,4,6.05,6.05,6,4,13,3,0,3/1/2030,60,4,13.71,13.71,6,4,13,3,0,10/13/2024,11,11,1.34,5.69,4.68,3.93,2.81,2.81
