property id,property code,is active,postal address,postal city,postal state,postal zip code,postal country,property name,acquire date,dispose date,inactive date,is commercial,is international,property last closed period,database id
6201,iny001,TRUE,,Deer Park,NY,11729,US,105 E Jefryn Blvd,,,,TRUE,FALSE,6/1/25,1
6653,iny002,TRUE,,Bohemia,NY,11716,US,1800 Arctic Avenue,,,,TRUE,FALSE,6/1/25,1
7734,ioh001,TRUE,,Columbus,OH,43207,US,2042 Camaro Ave,,,,TRUE,FALSE,6/1/25,1
6558,islb_agg,TRUE,,,,,United States,"Faropoint Industrial SLB Club Aggregator, LP",,,,FALSE,FALSE,6/1/25,1
6647,islb_co,TRUE,,,,,United States,Faropoint Industrial SLB (CO Facility) LP,,,,FALSE,FALSE,6/1/25,1
7716,islb_gp,TRUE,,,,,United States,"Faropoint Industrial SLB Fund GP, LP",,,,FALSE,FALSE,6/1/25,1
6559,islb_lp,TRUE,,,,,United States,"Faropoint Industrial SLB Fund, LP",,,,FALSE,FALSE,6/1/25,1
6280,islb_opr,TRUE,,,,,United States,"Faropoint Industrial SLB Fund Operating, LP (DE)",,,,FALSE,FALSE,6/1/25,1
6583,islb_pl,TRUE,,,,,United States,Faropoint Industrial SLB Fund Parallel LP,,,,FALSE,FALSE,6/1/25,1
7877,islb_pl2,TRUE,,,,,United States,"Faropoint Industrial SLB Club Parallel 2, LP",,,,FALSE,FALSE,6/1/25,1
6648,islb_pro,TRUE,,,,,United States,"Faropoint Industrial SLB Property CO GP, LLC",,,,FALSE,FALSE,6/1/25,1
6557,islb_ret,TRUE,,,,,United States,"Faropoint Industrial SLB Club REIT, LLC",,,,FALSE,FALSE,6/1/25,1
6590,islb_rtb,TRUE,,,,,United States,"Faropoint Industrial SLB Club Blocker, LP",,,,FALSE,FALSE,6/1/25,1
7003,islb_slp,TRUE,,,,,United States,"Faropoint Industrial SLB Club SLP, LLC",,,,FALSE,FALSE,6/1/25,1
6991,islb-ga,TRUE,,,,,United States,"Faropoint ISLB Club-GA1, LLC",,,,FALSE,FALSE,6/1/25,1
6211,islb-ga1,TRUE,,,,,United States,"Faropoint Industrial SLB Club-CO-GA1, LLC",,,,FALSE,FALSE,6/1/25,1
7744,islb-ga3,TRUE,,,,,United States,"FISLB-GA3, LLC",,,,FALSE,FALSE,6/1/25,1
7793,islb-il1,TRUE,,,,,United States,"FISLB-IL1, LLC",,,,FALSE,FALSE,6/1/25,1
6210,islb-nc1,TRUE,,,,,United States,"Faropoint Industrial SLB Club-CO-NC1, LLC",,,,FALSE,FALSE,6/1/25,1
6212,islb-nj1,TRUE,,,,,United States,"Faropoint Industrial SLB Club-NJ1, LLC",,,,FALSE,FALSE,6/1/25,1
7380,islb-nj2,TRUE,,,,,United States,"FISLB-NJ2, LLC",,,,FALSE,FALSE,6/1/25,1
6213,islb-ny1,TRUE,,,,,United States,"Faropoint Industrial SLB Club-CO-NY1, LLC",,,,FALSE,FALSE,6/1/25,1
6990,islb-ny2,TRUE,,,,,United States,"Faropoint ISLB Club-NY2, LLC",,,,FALSE,FALSE,6/1/25,1
